Dataset,Image Size,Models,Fusion Method,Projection Dim,Epochs,Val Accuracy,Val AUC-ROC,Test Accuracy,Test AUC-ROC
pathmnist,224,BioMedCLIP,concat,0,1,0.971,0.999,0.939,0.995
pathmnist,224,rad-dino,concat,0,1,0.904,0.993,0.835,0.981
pathmnist,224,PubMedCLIP,concat,0,1,0.962,0.999,0.923,0.994
pathmnist,224,"BioMedCLIP,rad-dino",concat,0,1,0.972,0.999,0.942,0.996
pathmnist,224,"BioMedCLIP,PubMedCLIP",concat,0,1,0.977,0.999,0.954,0.997
pathmnist,224,"rad-dino,PubMedCLIP",concat,0,1,0.965,0.999,0.927,0.994
pathmnist,224,"BioMedCLIP,rad-dino,PubMedCLIP",concat,0,1,0.977,0.999,0.953,0.997
pathmnist,224,CONCH,concat,0,1,0.989,1.000,0.961,0.997
pathmnist,224,Prov-GigaPath,concat,0,1,0.977,0.999,0.937,0.995
pathmnist,224,Hibou-B,concat,0,1,0.995,1.000,0.956,0.998
pathmnist,224,UNI,concat,0,1,0.995,1.000,0.970,0.995
pathmnist,224,"BioMedCLIP,UNI",concat,0,1,0.996,1.000,0.972,0.994
pathmnist,224,"rad-dino,UNI",concat,0,1,0.995,1.000,0.972,0.995
pathmnist,224,"PubMedCLIP,UNI",concat,0,1,0.995,1.000,0.973,0.996
pathmnist,224,"BioMedCLIP,rad-dino,UNI",concat,0,1,0.996,1.000,0.972,0.995
pathmnist,224,"BioMedCLIP,PubMedCLIP,UNI",concat,0,1,0.995,1.000,0.973,0.995
pathmnist,224,"rad-dino,PubMedCLIP,UNI",concat,0,1,0.995,1.000,0.973,0.996
